team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_sweing,month,day_of_week
9,0.8,1.0145521433347027,1324.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.850502311,1,0,0,0,0,0,1,1,2
8,0.8,0.9907832076861733,1135.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,1,0,0,0,0,0,1,1,2
3,0.75,-0.9975796782965537,1039.0,-0.5578797539166265,-0.8466712033405029,0.0,0,0,15.0,0.83,1,0,0,0,0,1,0,1,2
4,0.8,-1.0167776647819042,1039.0,-0.03807713067531236,-0.8466712033405029,0.0,0,0,18.0,0.827186544,1,0,0,0,0,1,0,1,2
2,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8133712120000001,1,0,0,0,0,1,0,1,2
10,0.75,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.805909091,1,0,0,0,0,1,0,1,2
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.804640152,1,0,0,0,0,1,0,1,2
2,0.8,1.1900765912007638,776.0,1.7274593655063923,1.1501488784456007,0.0,0,0,57.5,0.800594466,1,0,0,0,0,0,1,1,2
4,0.8,1.1900765912007638,990.0,1.7274593655063923,0.7381066393468809,0.0,0,0,57.5,0.800594466,1,0,0,0,0,0,1,1,2
6,0.8,-0.33387785980300894,986.0,0.27559686610823925,0.7381066393468809,0.0,0,0,30.5,0.8003437659999999,1,0,0,0,0,0,1,1,2
3,0.8,0.43952673860682434,924.0,1.593027652599156,0.7381066393468809,0.0,0,0,55.0,0.8002738290000001,1,0,0,0,0,0,1,1,2
12,0.8,-0.31559406315029426,1120.0,0.3293695512711338,0.7381066393468809,0.0,0,0,31.5,0.8002467529999999,1,0,0,0,0,0,1,1,2
7,0.8,0.9907832076861733,1066.0,1.6736866803434978,0.7381066393468809,0.0,0,0,56.5,0.800128721,1,0,0,0,0,0,1,1,2
10,0.75,1.1900765912007638,1144.0,1.781232050669287,1.3403222195680866,0.0,0,0,58.5,0.8,1,0,0,0,0,0,1,1,2
5,0.7,0.6324207932929647,413.0,1.5392549674362614,0.42115107080940417,0.0,0,0,58.0,0.7004808309999999,1,0,0,0,0,0,1,1,2
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.681060606,1,0,0,0,0,1,0,1,2
6,0.8,-1.1118534073760207,1039.0,-0.8267431797310992,-0.8466712033405029,0.0,0,0,10.0,0.666515152,1,0,0,0,0,1,0,1,2
11,0.8,1.532897778439165,568.0,1.593027652599156,0.42115107080940417,0.0,0,0,55.0,0.412119835,1,0,0,0,0,0,1,1,2
5,0.7,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.35038906999999975,1,0,0,0,0,1,0,1,2
1,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.9476893940000001,0,1,0,0,0,1,0,1,3
4,0.8,-1.0167776647819042,1039.0,2.3996179300425746,-0.8466712033405029,0.0,0,0,20.0,0.919905405,0,1,0,0,0,1,0,1,3
9,0.8,1.0145521433347027,1216.0,1.8081183932507343,1.9425377997892925,0.0,0,0,59.0,0.9002157159999999,0,1,0,0,0,0,1,1,3
9,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.891723485,0,1,0,0,0,1,0,1,3
1,0.8,1.0145521433347027,1189.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.850502311,0,1,0,0,0,0,1,1,3
4,0.8,1.1900765912007638,942.0,1.781232050669287,1.5304955606905728,0.0,0,0,58.5,0.8501818179999999,0,1,0,0,0,0,1,1,3
7,0.8,0.9907832076861733,1050.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,3
8,0.8,0.9907832076861733,1026.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,3
2,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8357575759999999,0,1,0,0,0,1,0,1,3
5,0.7,-0.9975796782965537,1039.0,-0.21731941455162757,-0.8466712033405029,0.0,0,0,8.0,0.8213541670000001,0,1,0,0,0,1,0,1,3
2,0.8,1.1900765912007638,783.0,1.6378382235682347,1.1501488784456007,0.0,0,0,58.5,0.8004972459999999,0,1,0,0,0,0,1,1,3
3,0.8,0.43952673860682434,857.0,1.593027652599156,0.7381066393468809,0.0,0,0,55.0,0.8002738290000001,0,1,0,0,0,0,1,1,3
12,0.8,-0.31559406315029426,548.0,3.152435522323098,1.1501488784456007,0.0,0,0,31.5,0.800107143,0,1,0,0,0,0,1,1,3
6,0.8,-0.33387785980300894,411.0,3.009041695222046,0.7381066393468809,0.0,0,0,30.5,0.800024932,0,1,0,0,0,0,1,1,3
10,0.75,1.1900765912007638,1066.0,1.781232050669287,1.3403222195680866,0.0,0,0,58.5,0.8,0,1,0,0,0,0,1,1,3
10,0.75,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.779791667,0,1,0,0,0,1,0,1,3
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.735984848,0,1,0,0,0,1,0,1,3
3,0.75,-0.9975796782965537,1039.0,-0.7191978094053102,-0.8466712033405029,0.0,0,0,12.0,0.712626263,0,1,0,0,0,1,0,1,3
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.681060606,0,1,0,0,0,1,0,1,3
11,0.8,-0.9975796782965537,1039.0,-1.095606605545572,-0.8466712033405029,0.0,0,0,5.0,0.5156060610000001,0,1,0,0,0,1,0,1,3
11,0.35,-0.2324027883804422,287.0,6.378796632096772,0.35775995710190883,0.0,0,0,54.0,0.35038906999999975,0,1,0,0,0,0,1,1,3
5,0.7,2.5001106213677744,724.0,1.7005730229249452,-0.8466712033405029,0.0,0,0,57.0,0.35038906999999975,0,1,0,0,0,0,1,1,3
1,0.8,-1.0167776647819042,1039.0,-0.7191978094053102,-0.8466712033405029,0.0,0,0,8.0,0.985,0,1,0,0,0,1,0,1,5
3,0.75,-0.9975796782965537,1039.0,-0.539955525528995,-0.8466712033405029,0.0,0,0,12.0,0.930340376,0,1,0,0,0,1,0,1,5
4,0.8,-1.0167776647819042,1039.0,0.42795280740310715,-0.8466712033405029,0.0,0,0,20.0,0.911589744,0,1,0,0,0,1,0,1,5
9,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8581439390000001,0,1,0,0,0,1,0,1,5
9,0.8,1.0145521433347027,1122.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.8511741140000001,0,1,0,0,0,0,1,1,5
7,0.8,0.9907832076861733,970.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,5
8,0.8,0.9907832076861733,1158.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,5
10,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.846950758,0,1,0,0,0,1,0,1,5
11,0.8,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8174242420000001,0,1,0,0,0,1,0,1,5
2,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8171022729999999,0,1,0,0,0,1,0,1,5
4,0.8,1.1900765912007638,660.0,1.7543457080878397,1.1501488784456007,0.0,0,0,58.0,0.8010282129999999,0,1,0,0,0,0,1,1,5
2,0.8,1.1900765912007638,749.0,1.7274593655063923,1.1501488784456007,0.0,0,0,57.5,0.800594466,0,1,0,0,0,0,1,1,5
12,0.8,-0.31559406315029426,893.0,0.04258189706902948,0.7381066393468809,0.0,0,0,31.5,0.800346445,0,1,0,0,0,0,1,1,5
6,0.8,-0.33387785980300894,887.0,0.27559686610823925,0.7381066393468809,0.0,0,0,30.5,0.8003437659999999,0,1,0,0,0,0,1,1,5
1,0.8,1.0145521433347027,1335.0,1.8081183932507343,1.1501488784456007,0.0,0,0,59.0,0.8001171029999999,0,1,0,0,0,0,1,1,5
10,0.8,1.1900765912007638,1082.0,1.781232050669287,1.1501488784456007,0.0,0,0,58.5,0.8,0,1,0,0,0,0,1,1,5
3,0.75,0.43952673860682434,1075.0,0.7505889183804746,0.5796288550781425,0.0,0,0,56.0,0.7500983509999999,0,1,0,0,0,0,1,1,5
11,0.5,-0.2324027883804422,749.0,1.4854822822733669,0.35775995710190883,0.0,0,0,53.0,0.673245283,0,1,0,0,0,0,1,1,5
7,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.670075758,0,1,0,0,0,1,0,1,5
8,0.8,-1.1118534073760207,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.628882576,0,1,0,0,0,1,0,1,5
5,0.5,0.5236322032093119,966.0,0.9298312022567897,-0.8466712033405029,0.0,0,0,56.0,0.388007813,0,1,0,0,0,0,1,1,5
5,0.5,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.35038906999999975,0,1,0,0,0,1,0,1,5
3,0.75,-0.9975796782965537,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.93532197,0,1,0,0,0,1,0,1,6
4,0.8,-1.0167776647819042,1039.0,-0.28901632810215366,-0.8466712033405029,0.0,0,0,20.0,0.9256439390000001,0,1,0,0,0,1,0,1,6
9,0.8,1.0145521433347027,1095.0,1.8081183932507343,1.9425377997892925,0.0,0,0,59.0,0.9002157159999999,0,1,0,0,0,0,1,1,6
1,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.873068182,0,1,0,0,0,1,0,1,6
9,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8581439390000001,0,1,0,0,0,1,0,1,6
1,0.8,1.0145521433347027,1383.0,1.8081183932507343,1.5304955606905728,0.0,0,0,59.0,0.850502311,0,1,0,0,0,0,1,1,6
7,0.8,0.9907832076861733,1012.0,1.6736866803434978,0.5796288550781425,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,6
8,0.8,0.9907832076861733,1209.0,1.6736866803434978,1.0550622078843577,0.0,0,0,56.5,0.850136766,0,1,0,0,0,0,1,1,6
10,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.828295455,0,1,0,0,0,1,0,1,6
2,0.8,-1.0167776647819042,1039.0,-0.9342885500568884,-0.8466712033405029,0.0,0,0,8.0,0.8208333329999999,0,1,0,0,0,1,0,1,6
